,station_id_mean,weekday_mean,mean_pedestrians_count_weekday
382,116,4.0,9409.766666666666
383,116,5.0,12782.559322033898
384,116,6.0,3900.6271186440677
385,117,0.0,25651.739130434784
386,117,1.0,24522.9
387,117,2.0,26824.242857142857
388,117,3.0,27241.3
389,117,4.0,32798.72857142857
390,117,5.0,50242.637681159424
391,117,6.0,5869.246376811594
392,118,0.0,21280.43137254902
393,118,1.0,21467.745098039217
394,118,2.0,20841.803921568626
395,118,3.0,22226.764705882353
396,118,4.0,25564.019607843136
397,118,5.0,39203.88
398,118,6.0,15166.29411764706
399,122,0.0,19104.796296296296
400,122,1.0,19135.59259259259
401,122,2.0,18705.703703703704
402,122,3.0,18171.727272727272
403,122,4.0,22680.363636363636
404,122,5.0,32493.48148148148
405,122,6.0,7504.277777777777
406,123,0.0,12644.372549019608
407,123,1.0,12706.019607843138
408,123,2.0,12315.803921568628
409,123,3.0,12988.745098039215
410,123,4.0,14647.64705882353
411,123,5.0,20088.52
412,123,6.0,5921.882352941177
413,125,0.0,32536.08
414,125,1.0,31886.22
415,125,2.0,30274.24
416,125,3.0,31144.2
417,125,4.0,36512.78
418,125,5.0,52889.1
419,125,6.0,17394.16
420,126,0.0,9307.54
421,126,1.0,9608.54
422,126,2.0,9608.72
423,126,3.0,10143.42
424,126,4.0,12283.2
425,126,5.0,16375.918367346938
426,126,6.0,5478.061224489796
427,127,0.0,15234.156862745098
428,127,1.0,15447.176470588236
429,127,2.0,15415.078431372549
430,127,3.0,16027.509803921568
431,127,4.0,17346.725490196077
432,127,5.0,24224.8
433,127,6.0,4947.42
434,128,0.0,17671.78431372549
435,128,1.0,18183.803921568626
436,128,2.0,17481.254901960783
437,128,3.0,17671.745098039217
438,128,4.0,21714.254901960783
439,128,5.0,31413.34
440,128,6.0,6698.04
441,129,0.0,15333.313725490196
442,129,1.0,15325.725490196079
443,129,2.0,14627.960784313726
444,129,3.0,16383.764705882353
445,129,4.0,19319.92156862745
446,129,5.0,28362.72
447,129,6.0,7785.52
448,130,0.0,17339.450980392157
449,130,1.0,16912.450980392157
450,130,2.0,15898.607843137255
451,130,3.0,17329.098039215685
452,130,4.0,21970.70588235294
453,130,5.0,29960.54
454,130,6.0,5396.9
455,131,0.0,14740.357142857143
456,131,1.0,14342.904761904761
457,131,2.0,15939.690476190477
458,131,3.0,15729.166666666666
459,131,4.0,18913.428571428572
460,131,5.0,24498.738095238095
461,131,6.0,6033.880952380952
462,132,0.0,15050.627450980392
463,132,1.0,14506.392156862745
464,132,2.0,14201.921568627451
465,132,3.0,15564.392156862745
466,132,4.0,20551.62745098039
467,132,5.0,24834.38
468,132,6.0,9822.44
469,134,0.0,16739.08510638298
470,134,1.0,16535.382978723403
471,134,2.0,16209.27659574468
472,134,3.0,17638.8125
473,134,4.0,19174.3125
474,134,5.0,28778.957446808512
475,134,6.0,4743.340425531915
476,135,0.0,30579.58
477,135,1.0,29880.313725490196
478,135,2.0,29505.450980392157
479,135,3.0,29811.803921568626
480,135,4.0,35027.74509803922
481,135,5.0,48340.34
482,135,6.0,10992.04
483,138,0.0,17355.933333333334
484,138,1.0,16785.934782608696
485,138,2.0,16516.478260869564
486,138,3.0,16682.41304347826
487,138,4.0,20673.782608695652
488,138,5.0,30872.844444444443
489,138,6.0,9410.577777777778
490,139,0.0,28446.625
491,139,1.0,26497.09375
492,139,2.0,25783.1875
493,139,3.0,27014.8125
494,139,4.0,30881.78787878788
495,139,5.0,48681.59375
496,139,6.0,9672.71875
497,140,0.0,9616.266666666666
498,140,1.0,9611.630434782608
499,140,2.0,9097.5
500,140,3.0,9244.717391304348
501,140,4.0,11228.58695652174
502,140,5.0,18247.68888888889
503,140,6.0,4600.933333333333
504,141,0.0,29592.31818181818
505,141,1.0,28449.136363636364
506,141,2.0,28752.71111111111
507,141,3.0,28609.555555555555
508,141,4.0,33558.11111111111
509,141,5.0,47844.954545454544
510,141,6.0,16048.954545454546
511,142,0.0,14286.204545454546
512,142,1.0,14398.431818181818
513,142,2.0,14208.636363636364
514,142,3.0,15473.844444444445
515,142,4.0,18277.71111111111
516,142,5.0,22775.363636363636
517,142,6.0,10929.636363636364
518,143,0.0,33285.67391304348
519,143,1.0,32135.543478260868
520,143,2.0,31243.425531914894
521,143,3.0,32650.08510638298
522,143,4.0,38689.21276595745
523,143,5.0,51242.67391304348
524,143,6.0,16373.717391304348
525,144,0.0,17717.674418604653
526,144,1.0,16813.18604651163
527,144,2.0,16290.441860465116
528,144,3.0,16248.790697674418
529,144,4.0,19428.023255813954
530,144,5.0,27860.64285714286
531,144,6.0,6777.9047619047615
532,145,0.0,12614.514285714286
533,145,1.0,11348.085714285715
534,145,2.0,10875.485714285714
535,145,3.0,11290.0
536,145,4.0,12405.861111111111
537,145,5.0,17435.314285714285
538,145,6.0,5060.4
539,146,0.0,32584.261904761905
540,146,1.0,30868.333333333332
541,146,2.0,31694.52380952381
542,146,3.0,32041.25581395349
543,146,4.0,37771.72093023256
544,146,5.0,60574.69047619047
545,146,6.0,15326.952380952382
546,147,0.0,21341.268292682926
547,147,1.0,21723.380952380954
548,147,2.0,21046.785714285714
549,147,3.0,22386.904761904763
550,147,4.0,25863.85714285714
551,147,5.0,29835.975609756097
552,147,6.0,13459.292682926829
553,148,0.0,16521.463414634145
554,148,1.0,15415.756097560976
555,148,2.0,14798.880952380952
556,148,3.0,15106.095238095239
557,148,4.0,17588.97619047619
558,148,5.0,22056.048780487807
559,148,6.0,4312.365853658536
560,150,0.0,59862.53846153846
561,150,1.0,54176.05128205128
562,150,2.0,53741.1282051282
563,150,3.0,57820.769230769234
564,150,4.0,66503.925
565,150,5.0,100758.46153846153
566,150,6.0,22924.384615384617
567,151,0.0,9463.682926829268
568,151,1.0,9526.90243902439
569,151,2.0,9276.609756097561
570,151,3.0,10090.634146341463
571,151,4.0,12257.658536585366
572,151,5.0,21629.09756097561
573,151,6.0,4265.951219512195
574,153,0.0,25374.6
575,153,1.0,23144.025
576,153,2.0,23403.725
577,153,3.0,24124.3
578,153,4.0,29842.146341463416
579,153,5.0,40938.775
580,153,6.0,6280.2
581,154,0.0,24797.125
582,154,1.0,22220.375
583,154,2.0,21865.625
584,154,3.0,21892.475
585,154,4.0,25061.243902439026
586,154,5.0,31938.45
587,154,6.0,9063.25
588,155,0.0,14524.925
589,155,1.0,16652.175
590,155,2.0,13232.1
591,155,3.0,11216.05
592,155,4.0,13461.146341463415
593,155,5.0,15058.6
594,155,6.0,4617.175
595,157,0.0,13334.28205128205
596,157,1.0,12484.76923076923
597,157,2.0,12806.128205128205
598,157,3.0,13501.05
599,157,4.0,17511.525
600,157,5.0,28654.897435897437
601,157,6.0,7614.051282051282
602,158,0.0,45677.58974358974
603,158,1.0,41956.769230769234
604,158,2.0,40912.41025641026
605,158,3.0,42740.05128205128
606,158,4.0,51887.1282051282
607,158,5.0,80300.26315789473
608,158,6.0,21864.236842105263
609,159,0.0,59490.65789473684
610,159,1.0,52506.57894736842
611,159,2.0,51225.307692307695
612,159,3.0,53364.38461538462
613,159,4.0,66105.53846153847
614,159,5.0,106753.52631578948
615,159,6.0,19830.052631578947
616,160,0.0,30089.105263157893
617,160,1.0,26629.46153846154
618,160,2.0,25520.846153846152
619,160,3.0,26250.333333333332
620,160,4.0,33809.64102564102
621,160,5.0,54088.0
622,160,6.0,11614.105263157895
623,161,0.0,23734.891891891893
624,161,1.0,20112.162162162163
625,161,2.0,19878.236842105263
626,161,3.0,20644.184210526317
627,161,4.0,23846.105263157893
628,161,5.0,34522.27027027027
629,161,6.0,5735.378378378378
630,162,0.0,16852.243243243243
631,162,1.0,13755.756756756757
632,162,2.0,14377.5
633,162,3.0,15702.131578947368
634,162,4.0,18579.236842105263
635,162,5.0,28970.756756756757
636,162,6.0,5899.540540540541
637,163,0.0,37934.64864864865
638,163,1.0,32859.35135135135
639,163,2.0,32978.7027027027
640,163,3.0,34305.62162162162
641,163,4.0,39947.37837837838
642,163,5.0,61328.16216216216
643,163,6.0,11643.405405405405
644,164,0.0,36368.85294117647
645,164,1.0,33999.205882352944
646,164,2.0,32838.58823529412
647,164,3.0,34895.58823529412
648,164,4.0,43736.67647058824
649,164,5.0,63284.42424242424
650,164,6.0,20504.363636363636
651,165,0.0,76757.4827586207
652,165,1.0,71720.58620689655
653,165,2.0,70845.86666666667
654,165,3.0,75818.56666666667
655,165,4.0,95388.0
656,165,5.0,135563.7931034483
657,165,6.0,44708.89655172414
658,166,0.0,6616.586206896552
659,166,1.0,6905.896551724138
660,166,2.0,6671.233333333334
661,166,3.0,7427.0
662,166,4.0,8503.366666666667
663,166,5.0,10796.48275862069
664,166,6.0,7063.827586206897
665,167,0.0,19242.923076923078
666,167,1.0,17698.076923076922
667,167,2.0,17789.814814814814
668,167,3.0,18044.333333333332
669,167,4.0,21698.85185185185
670,167,5.0,31996.5
671,167,6.0,2747.653846153846
672,168,0.0,43494.307692307695
673,168,1.0,40088.92307692308
674,168,2.0,39747.555555555555
675,168,3.0,42511.74074074074
676,168,4.0,52280.81481481482
677,168,5.0,81468.15384615384
678,168,6.0,27983.346153846152
679,169,0.0,25585.84
680,169,1.0,22806.36
681,169,2.0,22872.36
682,169,3.0,25147.69230769231
683,169,4.0,27605.0
684,169,5.0,42454.84
685,169,6.0,11597.84
686,170,0.0,26361.521739130436
687,170,1.0,24012.304347826088
688,170,2.0,23420.958333333332
689,170,3.0,25156.041666666668
690,170,4.0,31025.125
691,170,5.0,51742.739130434784
692,170,6.0,5756.782608695652
693,171,0.0,16775.12
694,171,1.0,14534.84
695,171,2.0,14302.12
696,171,3.0,13957.16
697,171,4.0,15693.68
698,171,5.0,23682.208333333332
699,171,6.0,4961.08
700,172,0.0,21025.958333333332
701,172,1.0,18631.28
702,172,2.0,18087.92
703,172,3.0,17726.56
704,172,4.0,22367.52
705,172,5.0,33734.125
706,172,6.0,6795.375
707,205,0.0,13592.125
708,205,1.0,13757.375
709,205,2.0,14222.958333333334
710,205,3.0,15180.875
711,205,4.0,18047.541666666668
712,205,5.0,30904.708333333332
713,205,6.0,7201.666666666667
714,206,0.0,26385.0
715,206,1.0,23462.043478260868
716,206,2.0,24427.608695652172
717,206,3.0,25551.82608695652
718,206,4.0,32236.217391304348
719,206,5.0,46308.5
720,206,6.0,12189.863636363636
721,207,0.0,24198.136363636364
722,207,1.0,20095.727272727272
723,207,2.0,19265.590909090908
724,207,3.0,22015.545454545456
725,207,4.0,26662.954545454544
726,207,5.0,35426.86363636364
727,207,6.0,15159.772727272728
728,208,0.0,11159.15
729,208,1.0,10135.714285714286
730,208,2.0,9505.190476190477
731,208,3.0,9666.52380952381
732,208,4.0,11700.0
733,208,5.0,13273.2
734,208,6.0,2944.95
735,209,0.0,14362.35
736,209,1.0,12636.15
737,209,2.0,12767.238095238095
738,209,3.0,13232.095238095239
739,209,4.0,17491.85714285714
740,209,5.0,30520.15
741,209,6.0,8000.95
742,210,0.0,17648.8
743,210,1.0,15392.35
744,210,2.0,15061.4
745,210,3.0,15996.952380952382
746,210,4.0,20656.095238095237
747,210,5.0,33337.75
748,210,6.0,7894.85
749,244,0.0,24401.823529411766
750,244,1.0,21204.58823529412
751,244,2.0,19922.470588235294
752,244,3.0,21910.166666666668
753,244,4.0,25793.055555555555
754,244,5.0,36613.17647058824
755,244,6.0,9306.176470588236
756,245,0.0,18098.53846153846
757,245,1.0,15553.615384615385
758,245,2.0,15396.357142857143
759,245,3.0,15486.714285714286
760,245,4.0,18551.928571428572
761,245,5.0,27395.0
762,245,6.0,3105.230769230769
763,246,0.0,37794.46153846154
764,246,1.0,26461.846153846152
765,246,2.0,23671.923076923078
766,246,3.0,27584.923076923078
767,246,4.0,38061.28571428572
768,246,5.0,61966.92307692308
769,246,6.0,9178.153846153846
770,248,0.0,4282.6
771,248,1.0,3820.0
772,248,2.0,3646.6
773,248,3.0,4106.133333333333
774,248,4.0,3946.125
775,248,5.0,4171.066666666667
776,248,6.0,1320.2
777,249,0.0,3523.8
778,249,1.0,3117.8
779,249,2.0,2797.866666666667
780,249,3.0,3303.4666666666667
781,249,4.0,3107.75
782,249,5.0,2893.0
783,249,6.0,1132.4666666666667
784,250,0.0,3073.75
785,250,1.0,2965.5
786,250,2.0,4487.555555555556
787,250,3.0,3279.1111111111113
788,250,4.0,3329.4444444444443
789,250,5.0,4382.375
790,250,6.0,1565.75
791,251,0.0,9552.142857142857
792,251,1.0,8719.142857142857
793,251,2.0,10620.142857142857
794,251,3.0,10461.285714285714
795,251,4.0,11571.714285714286
796,251,5.0,20677.666666666668
797,251,6.0,3828.1666666666665
798,252,0.0,21517.2
799,252,1.0,17669.5
800,252,2.0,20861.166666666668
801,252,3.0,18988.166666666668
802,252,4.0,20965.333333333332
803,252,5.0,30324.0
804,252,6.0,4626.2
805,253,0.0,8103.0
806,253,1.0,6475.5
807,253,2.0,6727.0
808,253,3.0,6975.5
809,253,4.0,5236.666666666667
810,253,5.0,15764.5
811,253,6.0,2383.5
812,254,0.0,6834.5
813,254,1.0,4726.5
814,254,2.0,5979.0
815,254,3.0,2927.0
816,254,4.0,3944.3333333333335
817,254,5.0,12339.5
818,254,6.0,2644.5
