,address_components,name,place_id,city
0,"[{'long_name': '34', 'short_name': '34', 'types': ['street_number']}, {'long_name': 'Kieler Straße', 'short_name': 'Kieler Str.', 'types': ['route']}, {'long_name': 'Elberfeld', 'short_name': 'Elberfeld', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42107', 'short_name': '42107', 'types': ['postal_code']}]",Penny,ChIJ397Kb7rXuEcR6-eK7yWKORs,Wuppertal
0,"[{'long_name': '261', 'short_name': '261', 'types': ['street_number']}, {'long_name': 'Wittensteinstraße', 'short_name': 'Wittensteinstraße', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42283', 'short_name': '42283', 'types': ['postal_code']}]",Lidl,ChIJgV_IpycouUcRQy7RTACatd4,Wuppertal
0,"[{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Rommelspütt', 'short_name': 'Rommelspütt', 'types': ['route']}, {'long_name': 'Elberfeld', 'short_name': 'Elberfeld', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42105', 'short_name': '42105', 'types': ['postal_code']}]",dm-drogerie markt,ChIJg7uSMbLXuEcRJMyRutwLKKs,Wuppertal
0,"[{'long_name': '91', 'short_name': '91', 'types': ['street_number']}, {'long_name': 'Neuenteich', 'short_name': 'Neuenteich', 'types': ['route']}, {'long_name': 'Elberfeld', 'short_name': 'Elberfeld', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42103', 'short_name': '42103', 'types': ['postal_code']}]",ALDI Wuppertal-Elberfeld,ChIJ4dxlR7TXuEcRbX1EN2YGRrU,Wuppertal
0,"[{'long_name': '107', 'short_name': '107', 'types': ['street_number']}, {'long_name': 'Weinberg', 'short_name': 'Weinberg', 'types': ['route']}, {'long_name': 'Uellendahl-Katernberg', 'short_name': 'Uellendahl-Katernberg', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42109', 'short_name': '42109', 'types': ['postal_code']}]",ALDI Wuppertal-Elberfeld,ChIJ5S961ZTXuEcRfuOPtQmc3Ls,Wuppertal
0,"[{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Hatzfelder Straße', 'short_name': 'Hatzfelder Str.', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42281', 'short_name': '42281', 'types': ['postal_code']}]",Lidl,ChIJIR5EDeTXuEcRqktS-OH6rf0,Wuppertal
0,"[{'long_name': '402-408', 'short_name': '402-408', 'types': ['street_number']}, {'long_name': 'Uellendahler Straße', 'short_name': 'Uellendahler Str.', 'types': ['route']}, {'long_name': 'Uellendahl-Katernberg', 'short_name': 'Uellendahl-Katernberg', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42109', 'short_name': '42109', 'types': ['postal_code']}]",REWE,ChIJUw3SEevXuEcRrASO5oi0-Uc,Wuppertal
0,"[{'long_name': '65', 'short_name': '65', 'types': ['street_number']}, {'long_name': 'Schloßstraße', 'short_name': 'Schloßstraße', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42285', 'short_name': '42285', 'types': ['postal_code']}]",PENNY,ChIJM0T53BTXuEcRZw4Vg5Gvac4,Wuppertal
0,"[{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Unterdörnen', 'short_name': 'Unterdörnen', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42283', 'short_name': '42283', 'types': ['postal_code']}]",ALDI Wuppertal-Barmen,ChIJSZZ7SCEouUcRSr6L82wEMs8,Wuppertal
0,"[{'long_name': '91', 'short_name': '91', 'types': ['street_number']}, {'long_name': 'Unterdörnen', 'short_name': 'Unterdörnen', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42283', 'short_name': '42283', 'types': ['postal_code']}]",Netto Filiale,ChIJHTGoQiEouUcRcNp3Gr-RAfw,Wuppertal
0,"[{'long_name': '83', 'short_name': '83', 'types': ['street_number']}, {'long_name': 'Leimbacher Straße', 'short_name': 'Leimbacher Str.', 'types': ['route']}, {'long_name': 'Barmen', 'short_name': 'Barmen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42281', 'short_name': '42281', 'types': ['postal_code']}]",Akgündüz Food Gmbh,ChIJicEPfx4ouUcRQ54TyDw-FHE,Wuppertal
0,"[{'long_name': '43', 'short_name': '43', 'types': ['street_number']}, {'long_name': 'Döppersberg', 'short_name': 'Döppersberg', 'types': ['route']}, {'long_name': 'Elberfeld', 'short_name': 'Elberfeld', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Wuppertal', 'short_name': 'West', 'types': ['locality', 'political']}, {'long_name': 'Düsseldorf', 'short_name': 'Düsseldorf', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '42103', 'short_name': '42103', 'types': ['postal_code']}]",dm-drogerie markt,ChIJATgDwmjXuEcRyvy40whGHa0,Wuppertal
0,"[{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Lebacher Straße', 'short_name': 'Lebacher Str.', 'types': ['route']}, {'long_name': 'Mitte', 'short_name': 'Mitte', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Saarbrücken', 'short_name': 'Saarbrücken', 'types': ['locality', 'political']}, {'long_name': 'Regionalverband Saarbrücken', 'short_name': 'Regionalverband Saarbrücken', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Saarland', 'short_name': 'SL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '66113', 'short_name': '66113', 'types': ['postal_code']}]",dm-drogerie markt,ChIJG9cnJFuxlUcRP7vbNPlaeZc,Saarbrücken
0,"[{'long_name': '93', 'short_name': '93', 'types': ['street_number']}, {'long_name': 'Hohenzollernstraße', 'short_name': 'Hohenzollernstraße', 'types': ['route']}, {'long_name': 'Mitte', 'short_name': 'Mitte', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Saarbrücken', 'short_name': 'Saarbrücken', 'types': ['locality', 'political']}, {'long_name': 'Regionalverband Saarbrücken', 'short_name': 'Regionalverband Saarbrücken', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Saarland', 'short_name': 'SL', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '66117', 'short_name': '66117', 'types': ['postal_code']}]",ALDI SÜD,ChIJy-_53P2zlUcR9C77aLaFoek,Saarbrücken
