,address_components,name,place_id,city
0,"[{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Weserstraße', 'short_name': 'Weserstraße', 'types': ['route']}, {'long_name': 'Brake (Unterweser)', 'short_name': 'Brake (Unterweser)', 'types': ['locality', 'political']}, {'long_name': 'Wesermarsch', 'short_name': 'Wesermarsch', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '26919', 'short_name': '26919', 'types': ['postal_code']}]",famila Brake,ChIJH8PsdUTPtkcRN9gZzwAFzeU,Brake (Unterweser)
0,"[{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Weserstraße', 'short_name': 'Weserstraße', 'types': ['route']}, {'long_name': 'Brake (Unterweser)', 'short_name': 'Brake (Unterweser)', 'types': ['locality', 'political']}, {'long_name': 'Wesermarsch', 'short_name': 'Wesermarsch', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '26919', 'short_name': '26919', 'types': ['postal_code']}]",ALDI Brake,ChIJn4Z1-UPPtkcRCuYYF_P1bz8,Brake (Unterweser)
0,"[{'long_name': '118', 'short_name': '118', 'types': ['street_number']}, {'long_name': 'Kirchenstraße', 'short_name': 'Kirchenstraße', 'types': ['route']}, {'long_name': 'Brake (Unterweser)', 'short_name': 'Brake (Unterweser)', 'types': ['locality', 'political']}, {'long_name': 'Wesermarsch', 'short_name': 'Wesermarsch', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '26919', 'short_name': '26919', 'types': ['postal_code']}]",Combi Brake consumer market,ChIJDX6FvAXPtkcRPTyXIPz5UKk,Brake (Unterweser)
0,"[{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Am Stadion', 'short_name': 'Am Stadion', 'types': ['route']}, {'long_name': 'Brake (Unterweser)', 'short_name': 'Brake (Unterweser)', 'types': ['locality', 'political']}, {'long_name': 'Wesermarsch', 'short_name': 'Wesermarsch', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '26919', 'short_name': '26919', 'types': ['postal_code']}]",Lidl,ChIJg1cdA0_PtkcRW6EiLg-4x6g,Brake (Unterweser)
0,"[{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Woringer Straße', 'short_name': 'Woringer Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",dm-drogerie markt,ChIJ0-fjheHym0cRlurVqBidEK0,Memmingen
0,"[{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Bahnhofstraße', 'short_name': 'Bahnhofstraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",REWE,ChIJZQFbmP7ym0cR10-d-v4PBSE,Memmingen
0,"[{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Benninger Straße', 'short_name': 'Benninger Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",NAR Supermarkt,ChIJBX0PP1Xym0cRVmFs1A_eNdY,Memmingen
0,"[{'long_name': '27', 'short_name': '27', 'types': ['street_number']}, {'long_name': 'Bodenseestraße', 'short_name': 'Bodenseestraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",REWE,ChIJXyzD9_Dym0cRZT8j9lJ2fAs,Memmingen
0,"[{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Haußmannstraße', 'short_name': 'Haußmannstraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",PENNY-Markt,ChIJAT1ydf3ym0cRpQfSh7DyGDA,Memmingen
0,"[{'long_name': '18', 'short_name': '18', 'types': ['street_number']}, {'long_name': 'Allgäuer Straße', 'short_name': 'Allgäuer Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",V-Markt,ChIJ3TNIo-Tym0cRZNKKk3I4WR8,Memmingen
0,"[{'long_name': '90', 'short_name': '90', 'types': ['street_number']}, {'long_name': 'Augsburger Straße', 'short_name': 'Augsburger Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",Netto,ChIJHSIDHqzzm0cRHaxmzJvoedg,Memmingen
0,"[{'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Münchner Straße', 'short_name': 'Münchner Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",REWE,ChIJB5uTn7Lzm0cR_tRFQaEIQBE,Memmingen
0,"[{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Oberbrühlstraße', 'short_name': 'Oberbrühlstraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",ALDI SÜD,ChIJT_D9MOLym0cRnH_ghppWtms,Memmingen
0,"[{'long_name': '37', 'short_name': '37', 'types': ['street_number']}, {'long_name': 'Schlachthofstraße', 'short_name': 'Schlachthofstraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",LIDL,ChIJw-mmuFDym0cR_Jidfkk0p2A,Memmingen
0,"[{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Woringer Straße', 'short_name': 'Woringer Str.', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",LIDL,ChIJuaNNiOHym0cR82eFwOxn_pI,Memmingen
0,"[{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Hans-Grässel-Straße', 'short_name': 'Hans-Grässel-Straße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",ALDI,ChIJ0Z5GWVHym0cRnKjcj7_5-Wk,Memmingen
0,"[{'long_name': '27', 'short_name': '27', 'types': ['street_number']}, {'long_name': 'Bodenseestraße', 'short_name': 'Bodenseestraße', 'types': ['route']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",Rewe Markt GmbH,ChIJC7fn__Dym0cR9cuxAh9nS44,Memmingen
0,"[{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Dr.Karl Lenz Straße', 'short_name': 'Dr.Karl Lenz Str.', 'types': ['route']}, {'long_name': 'Amendingen', 'short_name': 'Amendingen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",Feneberg,ChIJFaHCL0Pym0cR1u9_Hfel6ks,Memmingen
0,"[{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Goldhoferstraße', 'short_name': 'Goldhoferstraße', 'types': ['route']}, {'long_name': 'Amendingen', 'short_name': 'Amendingen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",LIDL,ChIJX5a-hELym0cRqlzcax2dwVs,Memmingen
0,"[{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Rudolf-Diesel-Straße', 'short_name': 'Rudolf-Diesel-Straße', 'types': ['route']}, {'long_name': 'Amendingen', 'short_name': 'Amendingen', 'types': ['sublocality_level_1', 'sublocality', 'political']}, {'long_name': 'Memmingen', 'short_name': 'MM', 'types': ['locality', 'political']}, {'long_name': 'Schwaben', 'short_name': 'Schwaben', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '87700', 'short_name': '87700', 'types': ['postal_code']}]",ALDI,ChIJsQypUmjym0cRFxRPjedyoRQ,Memmingen
0,"[{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Hitzfeldstraße', 'short_name': 'Hitzfeldstraße', 'types': ['route']}, {'long_name': 'Kirchheimbolanden', 'short_name': 'Kirchheimbolanden', 'types': ['locality', 'political']}, {'long_name': 'Donnersbergkreis', 'short_name': 'Donnersbergkreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67292', 'short_name': '67292', 'types': ['postal_code']}]",HIT Trading Group GmbH & Co. KG,ChIJIVQ0UPwhlkcRSZgaT2dR3LI,Kirchheimbolanden
0,"[{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Mühlstraße', 'short_name': 'Mühlstraße', 'types': ['route']}, {'long_name': 'Kirchheimbolanden', 'short_name': 'Kirchheimbolanden', 'types': ['locality', 'political']}, {'long_name': 'Donnersbergkreis', 'short_name': 'Donnersbergkreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67292', 'short_name': '67292', 'types': ['postal_code']}]",Netto Filiale,ChIJl0x-1PghlkcRjt71MtU3OpE,Kirchheimbolanden
0,"[{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Woogmorgen', 'short_name': 'Woogmorgen', 'types': ['route']}, {'long_name': 'Kirchheimbolanden', 'short_name': 'Kirchheimbolanden', 'types': ['locality', 'political']}, {'long_name': 'Donnersbergkreis', 'short_name': 'Donnersbergkreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67292', 'short_name': '67292', 'types': ['postal_code']}]",ALDI SÜD,ChIJQ3vXWPghlkcR9MqMNdS6a0g,Kirchheimbolanden
0,"[{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Hitzfeldstraße', 'short_name': 'Hitzfeldstraße', 'types': ['route']}, {'long_name': 'Kirchheimbolanden', 'short_name': 'Kirchheimbolanden', 'types': ['locality', 'political']}, {'long_name': 'Donnersbergkreis', 'short_name': 'Donnersbergkreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67292', 'short_name': '67292', 'types': ['postal_code']}]",Lidl,ChIJffVe-PwhlkcRRlX7PMNKCQo,Kirchheimbolanden
0,"[{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Mühlstraße', 'short_name': 'Mühlstraße', 'types': ['route']}, {'long_name': 'Kirchheimbolanden', 'short_name': 'Kirchheimbolanden', 'types': ['locality', 'political']}, {'long_name': 'Donnersbergkreis', 'short_name': 'Donnersbergkreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '67292', 'short_name': '67292', 'types': ['postal_code']}]",Netto Filiale,ChIJ8QFodbchlkcRlzQvv5C72pI,Kirchheimbolanden
0,"[{'long_name': '33', 'short_name': '33', 'types': ['street_number']}, {'long_name': 'Pestalozziallee', 'short_name': 'Pestalozziallee', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",E center Dürr,ChIJv7le5hSgokcRPBNgijoX1KA,Tauberbischofsheim
0,"[{'long_name': '29', 'short_name': '29', 'types': ['street_number']}, {'long_name': 'Pestalozziallee', 'short_name': 'Pestalozziallee', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",Lidl,ChIJl5flEhSgokcRDMi8cCAa47g,Tauberbischofsheim
0,"[{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Pestalozziallee', 'short_name': 'Pestalozziallee', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",REWE,ChIJ3aQMEhWgokcRXW7LazxzHZ0,Tauberbischofsheim
0,"[{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Mergentheimer Straße', 'short_name': 'Mergentheimer Str.', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",Lidl,ChIJdxPvCgSgokcRbTQfTqkv6nY,Tauberbischofsheim
0,"[{'long_name': '31', 'short_name': '31', 'types': ['street_number']}, {'long_name': 'Pestalozziallee', 'short_name': 'Pestalozziallee', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",dm-drogerie markt,ChIJgY5BbhSgokcROiLGa9naMU0,Tauberbischofsheim
0,"[{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Mergentheimer Straße', 'short_name': 'Mergentheimer Str.', 'types': ['route']}, {'long_name': 'Tauberbischofsheim', 'short_name': 'Tauberbischofsheim', 'types': ['locality', 'political']}, {'long_name': 'Main-Tauber-Kreis', 'short_name': 'Main-Tauber-Kreis', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Stuttgart', 'short_name': 'Süd', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97941', 'short_name': '97941', 'types': ['postal_code']}]",Lidl,ChIJQ3RCD-ShokcR_SLCmnZdZsQ,Tauberbischofsheim
0,"[{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Theodor-Ludwig-Straße', 'short_name': 'Theodor-Ludwig-Straße', 'types': ['route']}, {'long_name': 'Emmendingen', 'short_name': 'Emmendingen', 'types': ['locality', 'political']}, {'long_name': 'Emmendingen', 'short_name': 'EM', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Freiburg', 'short_name': 'Freiburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '79312', 'short_name': '79312', 'types': ['postal_code']}]",dm-drogerie markt,ChIJCT31z5kYkUcRz9CiKG5bWEU,Emmendingen
0,"[{'long_name': '2-8', 'short_name': '2-8', 'types': ['street_number']}, {'long_name': 'Freiburger Straße', 'short_name': 'Freiburger Str.', 'types': ['route']}, {'long_name': 'Emmendingen', 'short_name': 'Emmendingen', 'types': ['locality', 'political']}, {'long_name': 'Emmendingen', 'short_name': 'EM', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Freiburg', 'short_name': 'Freiburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '79312', 'short_name': '79312', 'types': ['postal_code']}]",REWE Schneider,ChIJC-scPZcYkUcRKUS7sd4jmcY,Emmendingen
0,"[{'long_name': '20', 'short_name': '20', 'types': ['street_number']}, {'long_name': 'Karl-Bautz-Straße', 'short_name': 'Karl-Bautz-Straße', 'types': ['route']}, {'long_name': 'Emmendingen', 'short_name': 'Emmendingen', 'types': ['locality', 'political']}, {'long_name': 'Emmendingen', 'short_name': 'EM', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Freiburg', 'short_name': 'Freiburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '79312', 'short_name': '79312', 'types': ['postal_code']}]",Kaufland Emmendingen,ChIJn8AIxpYYkUcRzAqWEYz_v0s,Emmendingen
0,"[{'long_name': '55/1', 'short_name': '55/1', 'types': ['street_number']}, {'long_name': 'Kollmarsreuter Straße', 'short_name': 'Kollmarsreuter Str.', 'types': ['route']}, {'long_name': 'Emmendingen', 'short_name': 'Emmendingen', 'types': ['locality', 'political']}, {'long_name': 'Emmendingen', 'short_name': 'EM', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Freiburg', 'short_name': 'Freiburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '79312', 'short_name': '79312', 'types': ['postal_code']}]",Lidl,ChIJjWYdlLcYkUcReh2NGWhTzRc,Emmendingen
0,"[{'long_name': '95', 'short_name': '95', 'types': ['street_number']}, {'long_name': 'Karl-Friedrich-Straße', 'short_name': 'Karl-Friedrich-Straße', 'types': ['route']}, {'long_name': 'Emmendingen', 'short_name': 'Emmendingen', 'types': ['locality', 'political']}, {'long_name': 'Emmendingen', 'short_name': 'EM', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Freiburg', 'short_name': 'Freiburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '79312', 'short_name': '79312', 'types': ['postal_code']}]",ALDI SÜD,ChIJtzR31X0YkUcRVw13Lxbmcrk,Emmendingen
0,"[{'long_name': '82', 'short_name': '82', 'types': ['street_number']}, {'long_name': 'August-Wessing-Damm', 'short_name': 'August-Wessing-Damm', 'types': ['route']}, {'long_name': 'Warendorf', 'short_name': 'Warendorf', 'types': ['locality', 'political']}, {'long_name': 'Warendorf', 'short_name': 'WAF', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Münster', 'short_name': 'MS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '48231', 'short_name': '48231', 'types': ['postal_code']}]",dm-drogerie markt,ChIJvbI9x1eQuUcRft-gH4PUeIQ,Warendorf
0,"[{'long_name': '19-21', 'short_name': '19-21', 'types': ['street_number']}, {'long_name': 'Beelener Straße', 'short_name': 'Beelener Str.', 'types': ['route']}, {'long_name': 'Warendorf', 'short_name': 'Warendorf', 'types': ['locality', 'political']}, {'long_name': 'Warendorf', 'short_name': 'WAF', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Münster', 'short_name': 'MS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '48231', 'short_name': '48231', 'types': ['postal_code']}]",Netto Filiale,ChIJvfB1QDiQuUcRMN0Fn2G0_BM,Warendorf
