place,wd,hour,mean_count
Achternstraße Oldenburg,So,0,222.625
Achternstraße Oldenburg,So,1,180.125
Achternstraße Oldenburg,So,2,134.875
Achternstraße Oldenburg,So,3,101.875
Achternstraße Oldenburg,So,4,80.875
Achternstraße Oldenburg,So,5,56.875
Achternstraße Oldenburg,So,6,23.75
Achternstraße Oldenburg,So,7,29.125
Achternstraße Oldenburg,So,8,24
Achternstraße Oldenburg,So,9,55.375
Achternstraße Oldenburg,So,10,99.875
Achternstraße Oldenburg,So,11,160.875
Achternstraße Oldenburg,So,12,228.25
Achternstraße Oldenburg,So,13,282.375
Achternstraße Oldenburg,So,14,370.125
Achternstraße Oldenburg,So,15,418.375
Achternstraße Oldenburg,So,16,440.375
Achternstraße Oldenburg,So,17,331.875
Achternstraße Oldenburg,So,18,214.75
Achternstraße Oldenburg,So,19,148
Achternstraße Oldenburg,So,20,91.125
Achternstraße Oldenburg,So,21,65.625
Achternstraße Oldenburg,So,22,49.875
Achternstraße Oldenburg,So,23,21.625
Achternstraße Oldenburg,Mo,0,12.25
Achternstraße Oldenburg,Mo,1,8.875
Achternstraße Oldenburg,Mo,2,6
Achternstraße Oldenburg,Mo,3,3.625
Achternstraße Oldenburg,Mo,4,9.875
Achternstraße Oldenburg,Mo,5,31.375
Achternstraße Oldenburg,Mo,6,86.125
Achternstraße Oldenburg,Mo,7,248.75
Achternstraße Oldenburg,Mo,8,310.5
Achternstraße Oldenburg,Mo,9,521.5
Achternstraße Oldenburg,Mo,10,839.375
Achternstraße Oldenburg,Mo,11,1288.125
Achternstraße Oldenburg,Mo,12,1671.875
Achternstraße Oldenburg,Mo,13,1666.625
Achternstraße Oldenburg,Mo,14,1453.75
Achternstraße Oldenburg,Mo,15,1534.5
Achternstraße Oldenburg,Mo,16,1570
Achternstraße Oldenburg,Mo,17,1406
Achternstraße Oldenburg,Mo,18,887.625
Achternstraße Oldenburg,Mo,19,419.25
Achternstraße Oldenburg,Mo,20,173.75
Achternstraße Oldenburg,Mo,21,93.375
Achternstraße Oldenburg,Mo,22,66
Achternstraße Oldenburg,Mo,23,31.75
Achternstraße Oldenburg,Di,0,15.625
Achternstraße Oldenburg,Di,1,8.875
Achternstraße Oldenburg,Di,2,6.125
Achternstraße Oldenburg,Di,3,7.875
Achternstraße Oldenburg,Di,4,8.75
Achternstraße Oldenburg,Di,5,28.5
Achternstraße Oldenburg,Di,6,98.125
Achternstraße Oldenburg,Di,7,280.25
Achternstraße Oldenburg,Di,8,347.375
Achternstraße Oldenburg,Di,9,508.25
Achternstraße Oldenburg,Di,10,816.125
Achternstraße Oldenburg,Di,11,1208.125
Achternstraße Oldenburg,Di,12,1599.125
Achternstraße Oldenburg,Di,13,1603.875
Achternstraße Oldenburg,Di,14,1380.375
Achternstraße Oldenburg,Di,15,1452
Achternstraße Oldenburg,Di,16,1416.25
Achternstraße Oldenburg,Di,17,1357.625
Achternstraße Oldenburg,Di,18,923.75
Achternstraße Oldenburg,Di,19,400.5
Achternstraße Oldenburg,Di,20,191.625
Achternstraße Oldenburg,Di,21,99.375
Achternstraße Oldenburg,Di,22,65.375
Achternstraße Oldenburg,Di,23,41.375
Achternstraße Oldenburg,Mi,0,18.333333333333332
Achternstraße Oldenburg,Mi,1,54
Achternstraße Oldenburg,Mi,2,37.77777777777778
Achternstraße Oldenburg,Mi,3,30.88888888888889
Achternstraße Oldenburg,Mi,4,38.111111111111114
Achternstraße Oldenburg,Mi,5,49.77777777777778
Achternstraße Oldenburg,Mi,6,87
Achternstraße Oldenburg,Mi,7,264.77777777777777
Achternstraße Oldenburg,Mi,8,286.3333333333333
Achternstraße Oldenburg,Mi,9,483.3333333333333
Achternstraße Oldenburg,Mi,10,749.4444444444445
Achternstraße Oldenburg,Mi,11,1028.7777777777778
Achternstraße Oldenburg,Mi,12,1346.7777777777778
Achternstraße Oldenburg,Mi,13,1480.4444444444443
Achternstraße Oldenburg,Mi,14,1111.5555555555557
Achternstraße Oldenburg,Mi,15,1189.7777777777778
Achternstraße Oldenburg,Mi,16,1405
Achternstraße Oldenburg,Mi,17,1282.2222222222222
Achternstraße Oldenburg,Mi,18,832.1111111111111
Achternstraße Oldenburg,Mi,19,400.44444444444446
Achternstraße Oldenburg,Mi,20,205.11111111111111
Achternstraße Oldenburg,Mi,21,117.44444444444444
Achternstraße Oldenburg,Mi,22,87.33333333333333
Achternstraße Oldenburg,Mi,23,49.22222222222222
Achternstraße Oldenburg,Do,0,38.888888888888886
Achternstraße Oldenburg,Do,1,19.11111111111111
Achternstraße Oldenburg,Do,2,19.77777777777778
Achternstraße Oldenburg,Do,3,24.666666666666668
Achternstraße Oldenburg,Do,4,26.333333333333332
Achternstraße Oldenburg,Do,5,27.666666666666668
Achternstraße Oldenburg,Do,6,107.44444444444444
Achternstraße Oldenburg,Do,7,288.77777777777777
Achternstraße Oldenburg,Do,8,340.3333333333333
Achternstraße Oldenburg,Do,9,537.6666666666666
Achternstraße Oldenburg,Do,10,916.8888888888889
Achternstraße Oldenburg,Do,11,1247.6666666666667
Achternstraße Oldenburg,Do,12,1664.3333333333333
Achternstraße Oldenburg,Do,13,1737.111111111111
Achternstraße Oldenburg,Do,14,1523.3333333333333
Achternstraße Oldenburg,Do,15,1655.888888888889
Achternstraße Oldenburg,Do,16,1738.2222222222222
Achternstraße Oldenburg,Do,17,1593.7777777777778
Achternstraße Oldenburg,Do,18,1040
Achternstraße Oldenburg,Do,19,466.55555555555554
Achternstraße Oldenburg,Do,20,184.66666666666666
Achternstraße Oldenburg,Do,21,107.77777777777777
Achternstraße Oldenburg,Do,22,86.44444444444444
Achternstraße Oldenburg,Do,23,51.22222222222222
Achternstraße Oldenburg,Fr,0,25.88888888888889
Achternstraße Oldenburg,Fr,1,15.666666666666666
Achternstraße Oldenburg,Fr,2,11.222222222222221
Achternstraße Oldenburg,Fr,3,8.333333333333334
Achternstraße Oldenburg,Fr,4,10.333333333333334
Achternstraße Oldenburg,Fr,5,28.333333333333332
Achternstraße Oldenburg,Fr,6,83.22222222222223
Achternstraße Oldenburg,Fr,7,264.6666666666667
Achternstraße Oldenburg,Fr,8,325.77777777777777
Achternstraße Oldenburg,Fr,9,575.4444444444445
Achternstraße Oldenburg,Fr,10,956.2222222222222
Achternstraße Oldenburg,Fr,11,1477.2222222222222
Achternstraße Oldenburg,Fr,12,1799.4444444444443
Achternstraße Oldenburg,Fr,13,1876.4444444444443
Achternstraße Oldenburg,Fr,14,1905.4444444444443
Achternstraße Oldenburg,Fr,15,2081.4444444444443
Achternstraße Oldenburg,Fr,16,2121.6666666666665
Achternstraße Oldenburg,Fr,17,1901.888888888889
Achternstraße Oldenburg,Fr,18,1347.6666666666667
Achternstraße Oldenburg,Fr,19,714.7777777777778
Achternstraße Oldenburg,Fr,20,393.6666666666667
Achternstraße Oldenburg,Fr,21,221.33333333333334
Achternstraße Oldenburg,Fr,22,240.11111111111111
Achternstraße Oldenburg,Fr,23,196.88888888888889
Achternstraße Oldenburg,Sa,0,198.33333333333334
Achternstraße Oldenburg,Sa,1,174.22222222222223
Achternstraße Oldenburg,Sa,2,139.77777777777777
Achternstraße Oldenburg,Sa,3,127.22222222222223
Achternstraße Oldenburg,Sa,4,129.11111111111111
Achternstraße Oldenburg,Sa,5,61.333333333333336
Achternstraße Oldenburg,Sa,6,47.888888888888886
Achternstraße Oldenburg,Sa,7,73.66666666666667
Achternstraße Oldenburg,Sa,8,92.66666666666667
Achternstraße Oldenburg,Sa,9,427.6666666666667
Achternstraße Oldenburg,Sa,10,1219.4444444444443
Achternstraße Oldenburg,Sa,11,2346.222222222222
Achternstraße Oldenburg,Sa,12,3135.4444444444443
Achternstraße Oldenburg,Sa,13,3472.222222222222
Achternstraße Oldenburg,Sa,14,3429.6666666666665
Achternstraße Oldenburg,Sa,15,3588.8888888888887
Achternstraße Oldenburg,Sa,16,3453.4444444444443
Achternstraße Oldenburg,Sa,17,2693
Achternstraße Oldenburg,Sa,18,1640
Achternstraße Oldenburg,Sa,19,798.7777777777778
Achternstraße Oldenburg,Sa,20,401.8888888888889
Achternstraße Oldenburg,Sa,21,281
Achternstraße Oldenburg,Sa,22,268.6666666666667
Achternstraße Oldenburg,Sa,23,227.55555555555554
Adalbertstraße (West) Aachen,So,0,127
Adalbertstraße (West) Aachen,So,1,88.5
Adalbertstraße (West) Aachen,So,2,72.25
Adalbertstraße (West) Aachen,So,3,42
Adalbertstraße (West) Aachen,So,4,36
Adalbertstraße (West) Aachen,So,5,27.125
Adalbertstraße (West) Aachen,So,6,19.625
Adalbertstraße (West) Aachen,So,7,30.625
Adalbertstraße (West) Aachen,So,8,28.375
Adalbertstraße (West) Aachen,So,9,73.125
Adalbertstraße (West) Aachen,So,10,126.125
Adalbertstraße (West) Aachen,So,11,219.25
Adalbertstraße (West) Aachen,So,12,268.875
Adalbertstraße (West) Aachen,So,13,363.625
Adalbertstraße (West) Aachen,So,14,376.125
Adalbertstraße (West) Aachen,So,15,376.5
Adalbertstraße (West) Aachen,So,16,391.125
Adalbertstraße (West) Aachen,So,17,335.875
Adalbertstraße (West) Aachen,So,18,259
Adalbertstraße (West) Aachen,So,19,203.875
Adalbertstraße (West) Aachen,So,20,155.625
Adalbertstraße (West) Aachen,So,21,113.375
Adalbertstraße (West) Aachen,So,22,68
Adalbertstraße (West) Aachen,So,23,45.625
Adalbertstraße (West) Aachen,Mo,0,35.5
Adalbertstraße (West) Aachen,Mo,1,19.25
Adalbertstraße (West) Aachen,Mo,2,9.25
Adalbertstraße (West) Aachen,Mo,3,7.25
Adalbertstraße (West) Aachen,Mo,4,9.125
Adalbertstraße (West) Aachen,Mo,5,18.5
Adalbertstraße (West) Aachen,Mo,6,58.625
Adalbertstraße (West) Aachen,Mo,7,135.875
Adalbertstraße (West) Aachen,Mo,8,260.875
Adalbertstraße (West) Aachen,Mo,9,502.25
Adalbertstraße (West) Aachen,Mo,10,1112.125
Adalbertstraße (West) Aachen,Mo,11,1688.625
Adalbertstraße (West) Aachen,Mo,12,2137.75
Adalbertstraße (West) Aachen,Mo,13,2423.25
Adalbertstraße (West) Aachen,Mo,14,2278.75
Adalbertstraße (West) Aachen,Mo,15,2302.125
Adalbertstraße (West) Aachen,Mo,16,2369
Adalbertstraße (West) Aachen,Mo,17,2117.375
Adalbertstraße (West) Aachen,Mo,18,1670
Adalbertstraße (West) Aachen,Mo,19,954.375
Adalbertstraße (West) Aachen,Mo,20,322
Adalbertstraße (West) Aachen,Mo,21,132.375
Adalbertstraße (West) Aachen,Mo,22,90.75
Adalbertstraße (West) Aachen,Mo,23,67.25
Adalbertstraße (West) Aachen,Di,0,34.875
Adalbertstraße (West) Aachen,Di,1,18.625
Adalbertstraße (West) Aachen,Di,2,10.625
Adalbertstraße (West) Aachen,Di,3,7.875
Adalbertstraße (West) Aachen,Di,4,9
Adalbertstraße (West) Aachen,Di,5,20.125
Adalbertstraße (West) Aachen,Di,6,61.875
Adalbertstraße (West) Aachen,Di,7,165.5
Adalbertstraße (West) Aachen,Di,8,268.5
Adalbertstraße (West) Aachen,Di,9,517.125
Adalbertstraße (West) Aachen,Di,10,1128.25
Adalbertstraße (West) Aachen,Di,11,1727.25
Adalbertstraße (West) Aachen,Di,12,2178
Adalbertstraße (West) Aachen,Di,13,2467.375
Adalbertstraße (West) Aachen,Di,14,2402.125
Adalbertstraße (West) Aachen,Di,15,2332.625
Adalbertstraße (West) Aachen,Di,16,2239.375
Adalbertstraße (West) Aachen,Di,17,2096.625
Adalbertstraße (West) Aachen,Di,18,1650
Adalbertstraße (West) Aachen,Di,19,1004.375
Adalbertstraße (West) Aachen,Di,20,355.25
Adalbertstraße (West) Aachen,Di,21,143.5
Adalbertstraße (West) Aachen,Di,22,104.375
Adalbertstraße (West) Aachen,Di,23,68.875
Adalbertstraße (West) Aachen,Mi,0,32.111111111111114
Adalbertstraße (West) Aachen,Mi,1,29.88888888888889
Adalbertstraße (West) Aachen,Mi,2,28.333333333333332
Adalbertstraße (West) Aachen,Mi,3,25.666666666666668
Adalbertstraße (West) Aachen,Mi,4,16.555555555555557
Adalbertstraße (West) Aachen,Mi,5,27.666666666666668
Adalbertstraße (West) Aachen,Mi,6,60.888888888888886
Adalbertstraße (West) Aachen,Mi,7,141
Adalbertstraße (West) Aachen,Mi,8,253.22222222222223
Adalbertstraße (West) Aachen,Mi,9,511.22222222222223
Adalbertstraße (West) Aachen,Mi,10,1082.6666666666667
Adalbertstraße (West) Aachen,Mi,11,1554.3333333333333
Adalbertstraße (West) Aachen,Mi,12,1956.3333333333333
Adalbertstraße (West) Aachen,Mi,13,2209
Adalbertstraße (West) Aachen,Mi,14,2194.777777777778
Adalbertstraße (West) Aachen,Mi,15,2251.6666666666665
Adalbertstraße (West) Aachen,Mi,16,2273
Adalbertstraße (West) Aachen,Mi,17,2125
Adalbertstraße (West) Aachen,Mi,18,1742.3333333333333
Adalbertstraße (West) Aachen,Mi,19,1134.888888888889
Adalbertstraße (West) Aachen,Mi,20,356.77777777777777
Adalbertstraße (West) Aachen,Mi,21,129.11111111111111
Adalbertstraße (West) Aachen,Mi,22,117.22222222222223
Adalbertstraße (West) Aachen,Mi,23,76.22222222222223
Adalbertstraße (West) Aachen,Do,0,42.44444444444444
Adalbertstraße (West) Aachen,Do,1,20.77777777777778
Adalbertstraße (West) Aachen,Do,2,12.11111111111111
Adalbertstraße (West) Aachen,Do,3,10
Adalbertstraße (West) Aachen,Do,4,10.666666666666666
Adalbertstraße (West) Aachen,Do,5,24.666666666666668
Adalbertstraße (West) Aachen,Do,6,64.33333333333333
Adalbertstraße (West) Aachen,Do,7,142.66666666666666
Adalbertstraße (West) Aachen,Do,8,266.77777777777777
Adalbertstraße (West) Aachen,Do,9,548.3333333333334
Adalbertstraße (West) Aachen,Do,10,1229.3333333333333
Adalbertstraße (West) Aachen,Do,11,1865
Adalbertstraße (West) Aachen,Do,12,2333
Adalbertstraße (West) Aachen,Do,13,2576.3333333333335
Adalbertstraße (West) Aachen,Do,14,2582.6666666666665
Adalbertstraße (West) Aachen,Do,15,2571
Adalbertstraße (West) Aachen,Do,16,2583.8888888888887
Adalbertstraße (West) Aachen,Do,17,2256.5555555555557
Adalbertstraße (West) Aachen,Do,18,1753.888888888889
Adalbertstraße (West) Aachen,Do,19,1029
Adalbertstraße (West) Aachen,Do,20,334.1111111111111
Adalbertstraße (West) Aachen,Do,21,146.66666666666666
Adalbertstraße (West) Aachen,Do,22,112.77777777777777
Adalbertstraße (West) Aachen,Do,23,73.77777777777777
Adalbertstraße (West) Aachen,Fr,0,51.666666666666664
Adalbertstraße (West) Aachen,Fr,1,27.555555555555557
Adalbertstraße (West) Aachen,Fr,2,15.333333333333334
Adalbertstraße (West) Aachen,Fr,3,9.88888888888889
Adalbertstraße (West) Aachen,Fr,4,8.555555555555555
Adalbertstraße (West) Aachen,Fr,5,21
Adalbertstraße (West) Aachen,Fr,6,60.888888888888886
Adalbertstraße (West) Aachen,Fr,7,131.44444444444446
Adalbertstraße (West) Aachen,Fr,8,273.77777777777777
Adalbertstraße (West) Aachen,Fr,9,568.3333333333334
Adalbertstraße (West) Aachen,Fr,10,1347.2222222222222
Adalbertstraße (West) Aachen,Fr,11,2156.4444444444443
Adalbertstraße (West) Aachen,Fr,12,2687.6666666666665
Adalbertstraße (West) Aachen,Fr,13,2974.6666666666665
Adalbertstraße (West) Aachen,Fr,14,3119
Adalbertstraße (West) Aachen,Fr,15,3258.4444444444443
Adalbertstraße (West) Aachen,Fr,16,3275.777777777778
Adalbertstraße (West) Aachen,Fr,17,3147.8888888888887
Adalbertstraße (West) Aachen,Fr,18,2538
Adalbertstraße (West) Aachen,Fr,19,1610.7777777777778
Adalbertstraße (West) Aachen,Fr,20,603.7777777777778
Adalbertstraße (West) Aachen,Fr,21,266.22222222222223
Adalbertstraße (West) Aachen,Fr,22,195.55555555555554
Adalbertstraße (West) Aachen,Fr,23,135.66666666666666
Adalbertstraße (West) Aachen,Sa,0,98.66666666666667
Adalbertstraße (West) Aachen,Sa,1,76.33333333333333
Adalbertstraße (West) Aachen,Sa,2,54.111111111111114
Adalbertstraße (West) Aachen,Sa,3,45.666666666666664
Adalbertstraße (West) Aachen,Sa,4,23
Adalbertstraße (West) Aachen,Sa,5,26.88888888888889
Adalbertstraße (West) Aachen,Sa,6,37.44444444444444
Adalbertstraße (West) Aachen,Sa,7,48.22222222222222
Adalbertstraße (West) Aachen,Sa,8,94
Adalbertstraße (West) Aachen,Sa,9,387.6666666666667
Adalbertstraße (West) Aachen,Sa,10,1423
Adalbertstraße (West) Aachen,Sa,11,2704.5555555555557
Adalbertstraße (West) Aachen,Sa,12,4094.777777777778
Adalbertstraße (West) Aachen,Sa,13,5042.666666666667
Adalbertstraße (West) Aachen,Sa,14,5569.222222222223
Adalbertstraße (West) Aachen,Sa,15,5989.777777777777
Adalbertstraße (West) Aachen,Sa,16,5822.888888888889
Adalbertstraße (West) Aachen,Sa,17,4869.333333333333
Adalbertstraße (West) Aachen,Sa,18,3610.4444444444443
Adalbertstraße (West) Aachen,Sa,19,2175.6666666666665
Adalbertstraße (West) Aachen,Sa,20,755
Adalbertstraße (West) Aachen,Sa,21,241.22222222222223
Adalbertstraße (West) Aachen,Sa,22,178.44444444444446
Adalbertstraße (West) Aachen,Sa,23,131.11111111111111
Am Brand Mainz,So,0,47.625
Am Brand Mainz,So,1,43.25
Am Brand Mainz,So,2,35.25
Am Brand Mainz,So,3,18
Am Brand Mainz,So,4,8.125
Am Brand Mainz,So,5,4.625
Am Brand Mainz,So,6,4.75
Am Brand Mainz,So,7,11.875
Am Brand Mainz,So,8,14.75
Am Brand Mainz,So,9,38.875
Am Brand Mainz,So,10,87.125
Am Brand Mainz,So,11,123.875
Am Brand Mainz,So,12,169.75
Am Brand Mainz,So,13,220.5
Am Brand Mainz,So,14,267.125
Am Brand Mainz,So,15,325.75
Am Brand Mainz,So,16,326.25
Am Brand Mainz,So,17,247.125
Am Brand Mainz,So,18,137.5
Am Brand Mainz,So,19,107.5
Am Brand Mainz,So,20,76.5
Am Brand Mainz,So,21,58.625
Am Brand Mainz,So,22,27.75
Am Brand Mainz,So,23,23.125
Am Brand Mainz,Mo,0,14.875
Am Brand Mainz,Mo,1,5
Am Brand Mainz,Mo,2,2.75
Am Brand Mainz,Mo,3,2.5
Am Brand Mainz,Mo,4,3.25
Am Brand Mainz,Mo,5,2.375
Am Brand Mainz,Mo,6,28.875
Am Brand Mainz,Mo,7,119.75
Am Brand Mainz,Mo,8,226.75
Am Brand Mainz,Mo,9,493.625
Am Brand Mainz,Mo,10,949.25
Am Brand Mainz,Mo,11,1321
Am Brand Mainz,Mo,12,1491.625
Am Brand Mainz,Mo,13,1633.125
Am Brand Mainz,Mo,14,1568
Am Brand Mainz,Mo,15,1666.25
Am Brand Mainz,Mo,16,1650.5
Am Brand Mainz,Mo,17,1396.125
Am Brand Mainz,Mo,18,1014
Am Brand Mainz,Mo,19,559.875
Am Brand Mainz,Mo,20,131.25
Am Brand Mainz,Mo,21,72.375
Am Brand Mainz,Mo,22,49.625
Am Brand Mainz,Mo,23,18.375
Am Brand Mainz,Di,0,9.25
Am Brand Mainz,Di,1,4
Am Brand Mainz,Di,2,3.25
Am Brand Mainz,Di,3,1.625
Am Brand Mainz,Di,4,4
Am Brand Mainz,Di,5,4
Am Brand Mainz,Di,6,31.125
Am Brand Mainz,Di,7,130.25
Am Brand Mainz,Di,8,244.875
Am Brand Mainz,Di,9,534.875
Am Brand Mainz,Di,10,1059.125
Am Brand Mainz,Di,11,1369.125
Am Brand Mainz,Di,12,1628.5
Am Brand Mainz,Di,13,1621
Am Brand Mainz,Di,14,1610.625
Am Brand Mainz,Di,15,1662.25
Am Brand Mainz,Di,16,1695.375
Am Brand Mainz,Di,17,1571.5
Am Brand Mainz,Di,18,1123.625
Am Brand Mainz,Di,19,587.875
Am Brand Mainz,Di,20,114.375
Am Brand Mainz,Di,21,51.25
Am Brand Mainz,Di,22,31
Am Brand Mainz,Di,23,13.25
Am Brand Mainz,Mi,0,5.444444444444445
Am Brand Mainz,Mi,1,12.666666666666666
Am Brand Mainz,Mi,2,7.555555555555555
Am Brand Mainz,Mi,3,5.777777777777778
Am Brand Mainz,Mi,4,3.5555555555555554
Am Brand Mainz,Mi,5,2.6666666666666665
Am Brand Mainz,Mi,6,26.555555555555557
Am Brand Mainz,Mi,7,115.66666666666667
Am Brand Mainz,Mi,8,225.88888888888889
Am Brand Mainz,Mi,9,507.22222222222223
Am Brand Mainz,Mi,10,970.1111111111111
Am Brand Mainz,Mi,11,1249.888888888889
Am Brand Mainz,Mi,12,1441.3333333333333
Am Brand Mainz,Mi,13,1449.888888888889
Am Brand Mainz,Mi,14,1412.5555555555557
Am Brand Mainz,Mi,15,1467.5555555555557
Am Brand Mainz,Mi,16,1539
Am Brand Mainz,Mi,17,1434.888888888889
Am Brand Mainz,Mi,18,1102.5555555555557
Am Brand Mainz,Mi,19,600.3333333333334
Am Brand Mainz,Mi,20,123.33333333333333
Am Brand Mainz,Mi,21,77.44444444444444
Am Brand Mainz,Mi,22,49.22222222222222
Am Brand Mainz,Mi,23,15.333333333333334
Am Brand Mainz,Do,0,7
Am Brand Mainz,Do,1,2.3333333333333335
Am Brand Mainz,Do,2,2
Am Brand Mainz,Do,3,3
Am Brand Mainz,Do,4,2.6666666666666665
Am Brand Mainz,Do,5,1.5555555555555556
Am Brand Mainz,Do,6,29
Am Brand Mainz,Do,7,115.22222222222223
Am Brand Mainz,Do,8,237.44444444444446
Am Brand Mainz,Do,9,557.8888888888889
Am Brand Mainz,Do,10,1045.5555555555557
Am Brand Mainz,Do,11,1395.111111111111
Am Brand Mainz,Do,12,1686.4444444444443
Am Brand Mainz,Do,13,1719.2222222222222
Am Brand Mainz,Do,14,1682.7777777777778
Am Brand Mainz,Do,15,1785.5555555555557
Am Brand Mainz,Do,16,1784.888888888889
Am Brand Mainz,Do,17,1542.4444444444443
Am Brand Mainz,Do,18,1195.7777777777778
Am Brand Mainz,Do,19,644.2222222222222
Am Brand Mainz,Do,20,117.22222222222223
Am Brand Mainz,Do,21,64.22222222222223
Am Brand Mainz,Do,22,45.666666666666664
Am Brand Mainz,Do,23,26.555555555555557
Am Brand Mainz,Fr,0,15.444444444444445
Am Brand Mainz,Fr,1,9.11111111111111
Am Brand Mainz,Fr,2,6
Am Brand Mainz,Fr,3,3.111111111111111
Am Brand Mainz,Fr,4,3.4444444444444446
Am Brand Mainz,Fr,5,3.3333333333333335
Am Brand Mainz,Fr,6,27.333333333333332
Am Brand Mainz,Fr,7,117.66666666666667
Am Brand Mainz,Fr,8,260.22222222222223
Am Brand Mainz,Fr,9,626.8888888888889
Am Brand Mainz,Fr,10,1258.4444444444443
Am Brand Mainz,Fr,11,1780
Am Brand Mainz,Fr,12,1898.7777777777778
Am Brand Mainz,Fr,13,1957.3333333333333
Am Brand Mainz,Fr,14,2038.2222222222222
Am Brand Mainz,Fr,15,2155
Am Brand Mainz,Fr,16,2144.5555555555557
Am Brand Mainz,Fr,17,2011.4444444444443
Am Brand Mainz,Fr,18,1543.888888888889
Am Brand Mainz,Fr,19,960.1111111111111
Am Brand Mainz,Fr,20,209.66666666666666
Am Brand Mainz,Fr,21,116.66666666666667
Am Brand Mainz,Fr,22,86
Am Brand Mainz,Fr,23,57.22222222222222
Am Brand Mainz,Sa,0,32.22222222222222
Am Brand Mainz,Sa,1,36.666666666666664
Am Brand Mainz,Sa,2,9.222222222222221
Am Brand Mainz,Sa,3,7.555555555555555
Am Brand Mainz,Sa,4,5.666666666666667
Am Brand Mainz,Sa,5,2.888888888888889
Am Brand Mainz,Sa,6,9.11111111111111
Am Brand Mainz,Sa,7,39.44444444444444
Am Brand Mainz,Sa,8,104.33333333333333
Am Brand Mainz,Sa,9,513.5555555555555
Am Brand Mainz,Sa,10,1525.2222222222222
Am Brand Mainz,Sa,11,2580.8888888888887
Am Brand Mainz,Sa,12,3234.222222222222
Am Brand Mainz,Sa,13,3631.5555555555557
Am Brand Mainz,Sa,14,3749.4444444444443
Am Brand Mainz,Sa,15,3793.222222222222
Am Brand Mainz,Sa,16,3568
Am Brand Mainz,Sa,17,3062
Am Brand Mainz,Sa,18,1944.7777777777778
Am Brand Mainz,Sa,19,1080.3333333333333
Am Brand Mainz,Sa,20,235.33333333333334
Am Brand Mainz,Sa,21,130.22222222222223
Am Brand Mainz,Sa,22,106.44444444444444
Am Brand Mainz,Sa,23,74.44444444444444
Annastraße Augsburg,So,0,101.66666666666667
Annastraße Augsburg,So,1,70.33333333333333
Annastraße Augsburg,So,2,57.666666666666664
Annastraße Augsburg,So,3,41.666666666666664
Annastraße Augsburg,So,4,30.666666666666668
Annastraße Augsburg,So,5,26.333333333333332
Annastraße Augsburg,So,6,12.333333333333334
Annastraße Augsburg,So,7,14.333333333333334
Annastraße Augsburg,So,8,39
Annastraße Augsburg,So,9,54
Annastraße Augsburg,So,10,146.66666666666666
Annastraße Augsburg,So,11,214.66666666666666
Annastraße Augsburg,So,12,253.33333333333334
Annastraße Augsburg,So,13,322.3333333333333
Annastraße Augsburg,So,14,426.6666666666667
Annastraße Augsburg,So,15,513
Annastraße Augsburg,So,16,462.6666666666667
Annastraße Augsburg,So,17,330
Annastraße Augsburg,So,18,235.33333333333334
Annastraße Augsburg,So,19,138
Annastraße Augsburg,So,20,121.66666666666667
Annastraße Augsburg,So,21,51.666666666666664
Annastraße Augsburg,So,22,40.333333333333336
Annastraße Augsburg,So,23,22
Annastraße Augsburg,Mo,0,7.5
Annastraße Augsburg,Mo,1,2
Annastraße Augsburg,Mo,2,2
Annastraße Augsburg,Mo,3,1.25
Annastraße Augsburg,Mo,4,2
Annastraße Augsburg,Mo,5,9.5
Annastraße Augsburg,Mo,6,37
Annastraße Augsburg,Mo,7,115
Annastraße Augsburg,Mo,8,162.5
Annastraße Augsburg,Mo,9,289.25
Annastraße Augsburg,Mo,10,541
Annastraße Augsburg,Mo,11,734
Annastraße Augsburg,Mo,12,1109.75
Annastraße Augsburg,Mo,13,1006
Annastraße Augsburg,Mo,14,890.25
Annastraße Augsburg,Mo,15,841.25
Annastraße Augsburg,Mo,16,862.75
Annastraße Augsburg,Mo,17,870
Annastraße Augsburg,Mo,18,586
Annastraße Augsburg,Mo,19,285.5
Annastraße Augsburg,Mo,20,96
Annastraße Augsburg,Mo,21,49.75
Annastraße Augsburg,Mo,22,40.25
Annastraße Augsburg,Mo,23,20.75
Annastraße Augsburg,Di,0,14.5
Annastraße Augsburg,Di,1,6.5
Annastraße Augsburg,Di,2,1.75
Annastraße Augsburg,Di,3,1.75
Annastraße Augsburg,Di,4,3.25
Annastraße Augsburg,Di,5,15.5
Annastraße Augsburg,Di,6,67.75
Annastraße Augsburg,Di,7,199.75
Annastraße Augsburg,Di,8,325.5
Annastraße Augsburg,Di,9,481.75
Annastraße Augsburg,Di,10,721.5
Annastraße Augsburg,Di,11,951.75
Annastraße Augsburg,Di,12,1336.25
Annastraße Augsburg,Di,13,1124.25
Annastraße Augsburg,Di,14,895
Annastraße Augsburg,Di,15,932.25
Annastraße Augsburg,Di,16,903.75
Annastraße Augsburg,Di,17,874.75
Annastraße Augsburg,Di,18,686.75
Annastraße Augsburg,Di,19,352.25
Annastraße Augsburg,Di,20,120.5
Annastraße Augsburg,Di,21,70.25
Annastraße Augsburg,Di,22,37
Annastraße Augsburg,Di,23,25.25
Annastraße Augsburg,Mi,0,13
Annastraße Augsburg,Mi,1,9.5
Annastraße Augsburg,Mi,2,0.75
Annastraße Augsburg,Mi,3,2
Annastraße Augsburg,Mi,4,3.25
Annastraße Augsburg,Mi,5,17
Annastraße Augsburg,Mi,6,71
Annastraße Augsburg,Mi,7,250.25
