2018-10-20,1
2018-10-21,1
2018-10-22,1
2018-10-23,1
2018-10-24,1
2018-10-25,1
2018-10-26,1
2018-10-27,1
2018-10-28,1
2018-11-01,1
2018-11-02,1
2018-11-03,1
2018-11-04,1
2018-11-05,1
2018-11-06,1
2018-11-07,1
2018-11-08,1
2018-11-09,2
2018-11-10,3
2018-11-11,3
2018-11-12,3
2018-11-13,3
2018-11-14,3
2018-11-15,3
2018-11-16,3
2018-11-17,3
2018-11-18,2
2018-11-19,3
2018-11-20,3
2018-11-21,3
2018-11-22,3
2018-11-23,3
2018-11-24,3
2018-11-25,3
2018-11-26,3
2018-11-27,3
2018-12-01,3
2018-12-02,3
2018-12-03,3
2018-12-04,3
2018-12-05,3
2018-12-06,3
2018-12-07,3
2018-12-08,3
2018-12-09,3
2018-12-10,3
2018-12-11,3
2018-12-12,3
2018-12-13,3
2018-12-14,3
2018-12-15,3
2018-12-16,3
2018-12-17,3
2018-12-18,3
2018-12-19,3
2018-12-20,3
2018-12-21,3
2018-12-22,3
2018-12-23,3
2018-12-24,3
2018-12-25,3
2018-12-26,3
2018-12-27,3
2018-12-28,3
2019-01-01,3
2019-01-02,3
2019-01-03,3
2019-01-04,3
2019-01-05,3
2019-01-06,3
2019-01-07,3
2019-01-08,3
2019-01-09,3
2019-01-10,3
2019-01-11,3
2019-01-12,3
2019-01-13,3
2019-01-14,3
2019-01-15,3
2019-01-16,3
2019-01-17,3
2019-01-18,3
2019-01-19,3
2019-01-20,3
2019-01-21,3
2019-01-22,3
2019-01-23,3
2019-01-24,3
2019-01-25,3
2019-01-26,3
2019-01-27,3
2019-01-28,3
2019-02-01,3
2019-02-02,3
2019-02-03,3
2019-02-04,3
2019-02-05,3
2019-02-06,3
2019-02-07,3
2019-02-08,3
2019-02-09,3
2019-02-10,3
2019-02-11,3
2019-02-12,3
2019-02-13,3
2019-02-14,3
2019-02-15,3
2019-02-16,3
2019-02-17,3
2019-02-18,3
2019-02-19,3
2019-02-20,3
2019-02-21,3
2019-02-22,3
2019-02-23,3
2019-02-24,3
2019-02-25,3
2019-03-01,3
2019-03-02,3
2019-03-03,3
2019-03-04,3
2019-03-05,3
2019-03-06,3
2019-03-07,3
2019-03-08,3
2019-03-09,3
2019-03-10,2
2019-03-11,3
2019-03-12,3
2019-03-13,3
2019-03-14,3
2019-03-15,3
2019-03-16,3
2019-03-17,3
2019-03-18,3
