,station_id_mean,weekday_mean,mean_pedestrians_count_weekday
669,167,4,21897.347826086956
670,167,5,31936.608695652172
671,167,6,2798.0833333333335
672,168,0,40016.08
673,168,1,37897.24
674,168,2,38407.5
675,168,3,41741.875
676,168,4,50588.125
677,168,5,81363.26086956522
678,168,6,27775.375
679,169,0,24982.739130434784
680,169,1,23171.304347826088
681,169,2,22115.708333333332
682,169,3,24073.217391304348
683,169,4,27109.608695652172
684,169,5,47030.52380952381
685,169,6,12931.904761904761
686,170,0,23911.043478260868
687,170,1,23080.636363636364
688,170,2,22372.347826086956
689,170,3,24426.809523809523
690,170,4,28877.0
691,170,5,51382.23809523809
692,170,6,5831.136363636364
693,171,0,16313.434782608696
694,171,1,14749.130434782608
695,171,2,14377.173913043478
696,171,3,13866.619047619048
697,171,4,16010.95
698,171,5,25510.85
699,171,6,5647.047619047619
700,172,0,19622.625
701,172,1,18016.125
702,172,2,17429.166666666668
703,172,3,17667.363636363636
704,172,4,21442.909090909092
705,172,5,32903.77272727273
706,172,6,6865.608695652174
707,205,0,14361.260869565218
708,205,1,14935.333333333334
709,205,2,14868.190476190477
710,205,3,16130.052631578947
711,205,4,18786.052631578947
712,205,5,33759.8
713,205,6,7856.363636363636
714,206,0,24369.545454545456
715,206,1,23819.666666666668
716,206,2,23459.363636363636
717,206,3,25506.7
718,206,4,31371.1
719,206,5,44958.85
720,206,6,12391.0
721,207,0,22205.5
722,207,1,19361.380952380954
723,207,2,18598.95238095238
724,207,3,21656.894736842107
725,207,4,25213.315789473683
726,207,5,33590.0
727,207,6,14569.47619047619
728,208,0,15587.153846153846
729,208,1,14581.76923076923
730,208,2,13019.846153846154
731,208,3,14063.916666666666
732,208,4,16906.833333333332
733,208,5,18502.384615384617
734,208,6,4178.076923076923
735,209,0,13110.75
736,209,1,12251.3
737,209,2,12274.4
738,209,3,13039.722222222223
739,209,4,16541.0
740,209,5,29815.38888888889
741,209,6,7087.0526315789475
742,210,0,16247.95
743,210,1,15033.9
744,210,2,14654.05
745,210,3,15853.666666666666
746,210,4,19488.61111111111
747,210,5,32651.333333333332
748,210,6,6888.684210526316
749,244,0,22615.70588235294
750,244,1,20592.470588235294
751,244,2,19059.647058823528
752,244,3,20623.75
753,244,4,24196.866666666665
754,244,5,35717.86666666667
755,244,6,9317.6875
756,245,0,17299.76923076923
757,245,1,15508.0
758,245,2,14338.642857142857
759,245,3,14160.0
760,245,4,17321.333333333332
761,245,5,27405.666666666668
762,245,6,3182.5833333333335
763,246,0,31881.923076923078
764,246,1,24777.153846153848
765,246,2,22000.384615384617
766,246,3,26169.333333333332
767,246,4,37869.333333333336
768,246,5,62805.5
769,246,6,8250.333333333334
770,248,0,3900.4666666666667
771,248,1,3690.4666666666667
772,248,2,3508.5333333333333
773,248,3,3935.6428571428573
774,248,4,3818.5714285714284
775,248,5,4137.571428571428
776,248,6,1278.4285714285713
777,249,0,3273.733333333333
778,249,1,3041.5333333333333
779,249,2,2697.2
780,249,3,3177.0714285714284
781,249,4,3243.230769230769
782,249,5,2865.785714285714
783,249,6,1096.642857142857
784,250,0,2863.3333333333335
785,250,1,2757.0
786,250,2,4183.0
787,250,3,2977.25
788,250,4,3157.714285714286
789,250,5,4391.571428571428
790,250,6,1565.75
791,251,0,8805.125
792,251,1,8050.25
793,251,2,9714.25
794,251,3,9418.142857142857
795,251,4,10975.833333333334
796,251,5,20731.4
797,251,6,3400.714285714286
798,252,0,18942.5
799,252,1,15942.0
800,252,2,18842.14285714286
801,252,3,16172.333333333334
802,252,4,19494.6
803,252,5,29203.75
804,252,6,4626.2
805,253,0,6471.0
806,253,1,5507.666666666667
807,253,2,5501.666666666667
808,253,3,5922.0
809,253,4,5236.666666666667
810,253,5,15764.5
811,253,6,2383.5
812,254,0,5066.0
813,254,1,3646.3333333333335
814,254,2,4660.0
815,254,3,2581.0
816,254,4,3944.3333333333335
817,254,5,12339.5
818,254,6,2644.5
