,bus_score,date,gmap_score,hystreet_score,index,nationalExpress_score,national_score,regional_score,suburban_score,zug_score
87,,2020-03-21,,,06534,0.8181818181818181,0.6666666666666667,0.9653061224489796,,0.9603174603174603
88,,2020-03-21,,,06535,,,1.0,,1.0
89,,2020-03-21,,,06611,0.9134615384615384,0.7333333333333334,0.9678899082568807,1.0,0.9739243807040417
90,,2020-03-21,,,06631,0.92,0.6,1.0,,0.9698795180722891
91,,2020-03-21,,,06632,0.9333333333333333,1.0,1.0,,0.995575221238938
92,,2020-03-21,,,06633,,,0.9791666666666666,1.0,0.9944903581267218
93,,2020-03-21,,,06634,0.8333333333333334,0.6666666666666667,0.9897610921501706,1.0,0.9822222222222222
94,,2020-03-21,,,06636,,,0.9358288770053476,,0.9358288770053476
95,,2020-03-21,,0.0,07111,1.0,0.7142857142857142,0.830122591943958,,0.8279742765273312
96,1.0,2020-03-21,,,07132,,,0.7422402159244265,,0.7490144546649146
97,,2020-03-21,,,07133,,,0.9686847599164927,,0.9686847599164927
98,,2020-03-21,,,07138,,,0.6033057851239669,,0.6033057851239669
99,,2020-03-21,,,07140,,1.0,0.96875,,0.9692307692307692
100,,2020-03-21,,0.293086696707603,07211,,,0.6386292834890965,,0.6386292834890965
101,,2020-03-21,,,07233,,,0.37209302325581395,,0.37209302325581395
102,1.0,2020-03-21,,,07312,0.1428571428571429,1.0,0.9952830188679245,0.9925925925925926,0.978021978021978
103,,2020-03-21,,,07313,,,0.9644970414201184,,0.9644970414201184
104,,2020-03-21,,0.32589413914588733,07315,,,,,
105,,2020-03-21,,,07331,,,0.9812646370023419,0.9838709677419355,0.9815950920245399
106,,2020-03-21,,,07332,,,0.9765990639625585,0.9710144927536232,0.975609756097561
107,,2020-03-21,,,07339,1.0,0.6666666666666667,0.9933510638297872,0.983957219251337,0.9874081846799581
108,,2020-03-21,,0.3544892463773203,08111,,,,,
109,,2020-03-21,,,08117,,0.8888888888888888,0.8004750593824228,,0.8014101057579318
110,,2020-03-21,,,08118,1.0,0.875,0.8622386223862238,0.92,0.8964321110009911
111,,2020-03-21,,,08119,,1.0,0.9274691358024691,0.9215098861593769,0.9232758620689655
112,,2020-03-21,,0.559356751371412,08121,,,0.9135802469135803,1.0,0.9595375722543352
113,,2020-03-21,,,08125,,,0.8940217391304348,1.0,0.9750320102432779
114,,2020-03-21,,,08127,,1.0,1.0,,1.0
115,,2020-03-21,,,08128,,,0.8636363636363636,,0.8636363636363636
116,,2020-03-21,,,08136,,0.8333333333333334,0.8393854748603352,,0.839095744680851
117,,2020-03-21,,0.5081311517237094,08212,0.6451612903225807,0.6296296296296297,0.9708029197080292,0.9980806142034548,0.9536199095022624
118,,2020-03-21,,,08215,0.8,0.9230769230769231,0.8699186991869918,1.0,0.95787700084246
119,,2020-03-21,,0.3451152818825973,08221,0.8888888888888888,0.8333333333333333,0.8846153846153846,0.9987639060568603,0.9800420168067226
120,,2020-03-21,,0.5083027565606979,08222,,,,,
121,,2020-03-21,,,08235,,,1.0,,1.0
122,,2020-03-21,,,08237,,0.5,0.8986013986013986,1.0,0.8933002481389578
123,,2020-03-21,,0.29939053818640765,08311,0.8285714285714285,0.4,0.7872340425531915,0.9226713532513181,0.8926553672316384
124,,2020-03-21,,,08326,,0.5,0.9982758620689656,1.0,0.9927641099855282
125,,2020-03-21,,,08327,,0.627906976744186,0.9864864864864865,,0.9491525423728814
126,,2020-03-21,,,08335,,0.4347826086956521,0.8372911169744943,1.0,0.8295638126009693
127,,2020-03-21,,,08336,,1.0,0.9699510831586303,,0.9699720670391061
128,,2020-03-21,,0.6545017562835046,08415,,,,,
129,,2020-03-21,,,08416,,1.0,0.9943714821763602,1.0,0.994535519125683
130,,2020-03-21,,0.9356745841783196,08421,0.8421052631578947,0.9565217391304348,0.9436201780415431,,0.9346733668341709
131,,2020-03-21,,0.7545310488263841,08426,,,,,
132,,2020-03-21,,,08435,,,1.0,,1.0
133,,2020-03-21,,,08436,,,0.9974093264248705,,0.9974093264248705
134,,2020-03-21,,,08437,,,1.0,,1.0
135,,2020-03-21,,0.5731659942748517,09161,0.9591836734693877,,1.0,,0.9915966386554622
136,,2020-03-21,,0.30131683939005527,09162,,,,,
137,,2020-03-21,,,09172,1.0,0.9230769230769231,0.75,0.9601990049751243,0.9107142857142857
138,,2020-03-21,,,09181,,,1.0,0.975609756097561,0.9978213507625272
139,,2020-03-21,,,09189,1.0,0.8571428571428572,1.0,,0.9851851851851852
140,,2020-03-21,,,09190,0.33333333333333337,,0.9770114942528736,,0.9696969696969697
141,,2020-03-21,,,09261,,,0.9858156028368794,,0.9858156028368794
142,,2020-03-21,,0.3375337258828121,09262,,,,,
143,,2020-03-21,,,09263,1.0,1.0,1.0,,1.0
144,,2020-03-21,,,09363,,,1.0,,1.0
145,,2020-03-21,,,09376,,,0.9891304347826086,,0.9891304347826086
146,,2020-03-21,,0.36018955116602014,09461,0.9310344827586207,1.0,1.0,1.0,0.9872611464968153
147,,2020-03-21,,,09462,,,1.0,,1.0
148,,2020-03-21,,,09472,,,1.0,,1.0
149,,2020-03-21,,,09478,,1.0,0.9978813559322034,,0.9978947368421053
